1554670224 0 0 0 0 0 13
1554670225 0 0 0 0 0 49
1555352920 204902 0 0 0 0 49
1555530603 204986 0 0 0 0 49
1555549404 204986 0 0 9 0 49
1555549633 204986 0 0 9 0 49
1555551671 204986 28 0 9 0 49
1555558956 204986 60 0 9 0 49
1555601892 204987 60 0 9 0 49
1555604508 204987 60 1 9 0 49
1555604579 204987 61 1 9 0 49
1555605138 204997 61 1 9 0 49
1555639067 204997 285 1 9 0 49
1555639732 204997 285 30 9 0 49
1555721291 205038 285 30 9 0 49
1555810281 205038 285 30 9 0 49
1555811357 209616 285 30 9 0 49
1555869255 209616 285 30 9 26 49
1555869372 209616 285 30 9 41 49
1555869436 209616 285 30 9 67 49
1555869531 209616 285 30 9 69 49
1555880857 209616 285 30 9 70 49
1555890411 209616 285 30 9 88 49
1555898511 209635 285 30 9 88 49
1555898577 209635 285 30 9 88 49
1555900119 209635 436 30 9 88 49
1555956836 214210 436 30 9 88 49
1555957413 214210 436 30 9 88 49
1555957943 214210 436 31 9 88 49
1555958719 214210 436 31 9 88 49
1556329468 214236 436 31 9 88 49
1556330735 214238 436 31 9 88 49
1556412486 214382 436 31 9 88 49
1556415769 214420 436 31 9 88 49
1556418905 214445 436 31 9 88 49
1556569608 214445 464 31 9 88 49
1556588924 214446 464 31 9 88 49
1556590376 214464 464 31 9 88 49
1556595900 214464 626 31 9 88 49
1556596023 214464 696 31 9 88 49
1556670737 214464 697 31 9 88 49
1556671029 214464 697 31 9 88 49
1556672147 214464 697 31 9 88 49
1556672427 214464 698 31 9 88 49
1556676365 214464 698 72 9 88 49
1556676726 214611 698 72 9 88 49
1556726025 214611 699 72 9 88 49
1556762076 214689 699 72 9 88 49
1556762207 214689 699 72 9 88 49
1556762608 214692 699 72 9 88 49
1556762944 214692 703 72 9 88 49
1556844556 214767 703 72 9 88 49
1556850576 214767 825 72 9 88 49
1556850817 214767 825 72 9 88 49
1557187341 214767 825 72 9 88 49
1557187556 214767 825 72 9 88 49
1557187608 214767 825 72 9 88 49
1557188012 214769 825 72 9 88 49
1557188260 214769 825 72 9 88 49
1557190095 214786 825 72 9 88 49
1557191799 214794 825 72 9 88 49
1557195949 214803 825 72 9 88 49
1557196754 214803 825 124 9 88 49
1557272687 214817 825 124 9 88 49
1557273095 214817 825 140 9 88 49
1557273473 214817 825 140 9 88 49
1557276072 214822 825 140 9 88 49
1557276968 214822 840 140 9 88 49
1557320831 214825 840 140 9 88 49
1557323387 214825 840 162 9 88 49
1557324794 214858 840 162 9 88 49
1557325025 214861 840 162 9 88 49
1557325119 214861 840 162 9 88 49
1557327858 214883 840 162 9 88 49
1557329225 214883 862 162 9 88 49
1557329262 214883 862 162 9 88 49
1557330611 214889 862 162 9 88 49
1557331081 214889 876 162 9 88 49
1557331563 214889 876 162 13 88 49
1557407924 214889 876 181 13 88 49
1557407956 214896 876 181 13 88 49
1557407973 214896 876 181 13 88 49
1557407996 214896 876 181 13 88 49
1557408081 214896 876 181 13 88 49
1557409148 214925 876 181 13 88 49
1557409194 214925 876 181 13 88 49
1557413389 214946 876 181 13 88 49
1557413878 214946 876 181 13 88 49
1557414812 214946 876 184 13 88 49
1557414820 214946 876 184 13 88 49
1557414871 214946 1003 184 13 88 49
1557414930 214946 1003 189 13 88 49
1557415089 214946 1003 189 13 88 49
1557415913 214946 1003 189 22 88 49
1557415995 214946 1003 189 23 88 49
1557416112 214946 1003 189 23 88 49
1557533386 214946 1003 189 29 88 49
1557533723 214946 1003 189 30 88 49
1557533902 214946 1003 189 31 88 49
1557534055 214946 1003 189 33 88 49
1557534081 214946 1005 189 33 88 49
1557534103 214946 1005 189 33 88 49
1557534726 214963 1005 189 33 88 49
1557534731 214963 1005 189 33 88 49
1557536908 214985 1005 189 33 88 49
1557538381 214996 1005 189 33 88 49
1557539385 214996 1005 189 33 88 49
1557539682 214999 1005 189 33 88 49
1557539765 215000 1005 189 33 88 49
