1554670224 0 0 0 0 0 1
1554670225 0 0 0 0 0 2
1555352920 1 0 0 0 0 2
1555530603 2 0 0 0 0 2
1555549404 2 0 0 1 0 2
1555549633 2 0 1 1 0 2
1555551671 2 1 1 1 0 2
1555558956 2 2 1 1 0 2
1555601892 3 2 1 1 0 2
1555604508 3 2 2 1 0 2
1555604579 3 3 2 1 0 2
1555605138 4 3 2 1 0 2
1555639067 4 4 2 1 0 2
1555639732 4 4 3 1 0 2
1555721291 5 4 3 1 0 2
1555810281 5 4 4 1 0 2
1555811357 6 4 4 1 0 2
1555869255 6 4 4 1 1 2
1555869372 6 4 4 1 2 2
1555869436 6 4 4 1 3 2
1555869531 6 4 4 1 4 2
1555880857 6 4 4 1 5 2
1555890411 6 4 4 1 6 2
1555898511 7 4 4 1 6 2
1555898577 7 4 4 1 7 2
1555900119 7 5 4 1 7 2
1555956836 8 5 4 1 7 2
1555957413 9 5 4 1 7 2
1555957943 9 5 5 1 7 2
1555958719 9 5 6 1 7 2
1556329468 10 5 6 1 7 2
1556330735 11 5 6 1 7 2
1556412486 12 5 6 1 7 2
1556415769 13 5 6 1 7 2
1556418905 14 5 6 1 7 2
1556569608 14 6 6 1 7 2
1556588924 15 6 6 1 7 2
1556590376 16 6 6 1 7 2
1556595900 16 7 6 1 7 2
1556596023 16 8 6 1 7 2
1556670737 16 9 6 1 7 2
1556671029 17 9 6 1 7 2
1556672147 17 10 6 1 7 2
1556672427 17 11 6 1 7 2
1556676365 17 11 7 1 7 2
1556676726 18 11 7 1 7 2
1556726025 18 12 7 1 7 2
1556762076 19 12 7 1 7 2
1556762207 20 12 7 1 7 2
1556762608 21 12 7 1 7 2
1556762944 21 13 7 1 7 2
1556844556 22 13 7 1 7 2
1556850576 22 14 7 1 7 2
1556850817 22 15 7 1 7 2
1557187341 23 15 7 1 7 2
1557187556 24 15 7 1 7 2
1557187608 25 15 7 1 7 2
1557188012 26 15 7 1 7 2
1557188260 27 15 7 1 7 2
1557190095 28 15 7 1 7 2
1557191799 29 15 7 1 7 2
1557195949 30 15 7 1 7 2
1557196754 30 15 8 1 7 2
1557272687 31 15 8 1 7 2
1557273095 31 15 9 1 7 2
1557273473 31 15 10 1 7 2
1557276072 32 15 10 1 7 2
1557276968 32 16 10 1 7 2
1557320831 33 16 10 1 7 2
1557323387 33 16 11 1 7 2
1557324794 34 16 11 1 7 2
1557325025 35 16 11 1 7 2
1557325119 36 16 11 1 7 2
1557327858 37 16 11 1 7 2
1557329225 37 17 11 1 7 2
1557329262 37 18 11 1 7 2
1557330611 38 18 11 1 7 2
1557331081 38 19 11 1 7 2
1557331563 38 19 11 2 7 2
1557407924 38 19 12 2 7 2
1557407956 39 19 12 2 7 2
1557407973 40 19 12 2 7 2
1557407996 40 19 13 2 7 2
1557408081 40 19 14 2 7 2
1557409148 41 19 14 2 7 2
1557409194 42 19 14 2 7 2
1557413389 43 19 14 2 7 2
1557413878 44 19 14 2 7 2
1557414812 44 19 15 2 7 2
1557414820 44 19 16 2 7 2
1557414871 44 20 16 2 7 2
1557414930 44 20 17 2 7 2
1557415089 44 20 18 2 7 2
1557415913 44 20 18 3 7 2
1557415995 44 20 18 4 7 2
1557416112 44 21 18 4 7 2
1557533386 44 21 18 5 7 2
1557533723 44 21 18 6 7 2
1557533902 44 21 18 7 7 2
1557534055 44 21 18 8 7 2
1557534081 44 22 18 8 7 2
1557534103 44 23 18 8 7 2
1557534726 45 23 18 8 7 2
1557534731 46 23 18 8 7 2
1557536908 47 23 18 8 7 2
1557538381 48 23 18 8 7 2
1557539385 48 24 18 8 7 2
1557539682 49 24 18 8 7 2
1557539765 50 24 18 8 7 2
